<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.18	15:15:00	128535	128580	128520	128565	9892	45431	5
2024.07.18	15:16:00	128565	128570	128525	128550	6372	22482	5
2024.07.18	15:17:00	128555	128555	128520	128540	5196	20165	5
2024.07.18	15:18:00	128540	128570	128515	128560	5821	21561	5
2024.07.18	15:19:00	128565	128590	128550	128580	7076	28986	5
2024.07.18	15:20:00	128575	128595	128560	128565	4850	18129	5
2024.07.18	15:21:00	128560	128575	128550	128570	4277	18099	5
2024.07.18	15:22:00	128565	128585	128555	128560	2943	11255	5
2024.07.18	15:23:00	128555	128600	128550	128595	4047	13700	5
2024.07.18	15:24:00	128600	128650	128585	128645	12627	51402	5
2024.07.18	15:25:00	128645	128650	128630	128640	5527	20881	5
2024.07.18	15:26:00	128640	128645	128585	128605	9653	41309	5
2024.07.18	15:27:00	128605	128615	128575	128600	4849	18434	5
2024.07.18	15:28:00	128600	128645	128585	128615	4976	20447	5
2024.07.18	15:29:00	128615	128645	128610	128620	3545	11871	5
2024.07.18	15:30:00	128625	128635	128600	128620	4356	14547	5
2024.07.18	15:31:00	128620	128620	128560	128575	7444	32297	5
2024.07.18	15:32:00	128575	128595	128540	128590	7473	31888	5
2024.07.18	15:33:00	128590	128600	128570	128595	2769	9714	5
2024.07.18	15:34:00	128595	128625	128585	128600	5576	23243	5
2024.07.18	15:35:00	128600	128620	128580	128600	3665	12587	5
2024.07.18	15:36:00	128605	128605	128545	128555	5557	23164	5
2024.07.18	15:37:00	128550	128590	128535	128565	5754	21941	5
2024.07.18	15:38:00	128565	128570	128535	128540	3728	12807	5
2024.07.18	15:39:00	128545	128545	128515	128530	6083	25254	5
2024.07.18	15:40:00	128525	128545	128510	128525	6473	27403	5
2024.07.18	15:41:00	128520	128555	128495	128550	7719	33918	5
2024.07.18	15:42:00	128550	128595	128540	128580	8134	38954	5
2024.07.18	15:43:00	128575	128590	128560	128580	3474	13655	5
2024.07.18	15:44:00	128575	128585	128550	128565	3516	13385	5
2024.07.18	15:45:00	128565	128570	128550	128560	2377	9653	5
2024.07.18	15:46:00	128560	128590	128545	128585	3620	14021	5
2024.07.18	15:47:00	128585	128585	128550	128560	1977	7639	5
2024.07.18	15:48:00	128565	128585	128560	128565	2233	7357	5
2024.07.18	15:49:00	128565	128570	128540	128545	3349	13632	5
2024.07.18	15:50:00	128550	128570	128530	128555	4719	19456	5
2024.07.18	15:51:00	128555	128555	128530	128535	3223	10755	5
2024.07.18	15:52:00	128530	128555	128525	128540	2733	11245	5
2024.07.18	15:53:00	128540	128550	128500	128530	6367	27276	5
2024.07.18	15:54:00	128530	128590	128525	128575	7191	30626	5
2024.07.18	15:55:00	128580	128620	128570	128615	8014	34863	5
2024.07.18	15:56:00	128615	128630	128600	128600	5542	24334	5
2024.07.18	15:57:00	128605	128610	128580	128595	4485	18850	5
2024.07.18	15:58:00	128595	128620	128580	128600	2992	11644	5
2024.07.18	15:59:00	128595	128635	128590	128620	4119	16458	5
2024.07.18	16:00:00	128615	128630	128585	128610	3799	16089	5
2024.07.18	16:01:00	128610	128620	128590	128600	2715	11255	5
2024.07.18	16:02:00	128595	128600	128575	128585	3539	15291	5
2024.07.18	16:03:00	128585	128605	128570	128595	3786	15273	5
2024.07.18	16:04:00	128600	128605	128560	128585	4703	19737	5
2024.07.18	16:05:00	128585	128590	128550	128570	4486	17720	5
2024.07.18	16:06:00	128575	128590	128560	128585	2452	9199	5
2024.07.18	16:07:00	128590	128600	128570	128585	3110	13354	5
2024.07.18	16:08:00	128585	128595	128570	128585	1797	6219	5
2024.07.18	16:09:00	128580	128595	128570	128585	1444	4757	5
2024.07.18	16:10:00	128585	128590	128560	128565	3426	12956	5
2024.07.18	16:11:00	128570	128570	128520	128525	6821	30896	5
2024.07.18	16:12:00	128530	128545	128430	128475	17588	81481	5
2024.07.18	16:13:00	128470	128490	128440	128450	10754	53065	5
2024.07.18	16:14:00	128445	128505	128445	128500	8254	35398	5
2024.07.18	16:15:00	128500	128515	128485	128500	6539	24223	5
2024.07.18	16:16:00	128500	128505	128455	128475	5611	21144	5
2024.07.18	16:17:00	128480	128525	128475	128490	6852	26342	5
2024.07.18	16:18:00	128490	128500	128465	128500	4728	17214	5
2024.07.18	16:19:00	128500	128505	128475	128480	3244	13307	5
2024.07.18	16:20:00	128485	128505	128465	128475	3371	13749	5
2024.07.18	16:21:00	128470	128500	128450	128485	5664	24108	5
2024.07.18	16:22:00	128485	128505	128460	128465	3813	16585	5
2024.07.18	16:23:00	128465	128495	128455	128490	3343	11927	5
2024.07.18	16:24:00	128490	128490	128460	128475	2427	9960	5
2024.07.18	16:25:00	128475	128500	128460	128480	4242	16520	5
2024.07.18	16:26:00	128475	128500	128470	128480	2910	11942	5
2024.07.18	16:27:00	128475	128495	128460	128495	2788	11948	5
2024.07.18	16:28:00	128495	128510	128480	128500	3998	15692	5
2024.07.18	16:29:00	128500	128520	128495	128500	3424	12692	5
2024.07.18	16:30:00	128495	128510	128475	128490	5166	19596	5
2024.07.18	16:31:00	128495	128515	128485	128500	2445	9691	5
2024.07.18	16:32:00	128495	128500	128485	128490	2395	9620	5
2024.07.18	16:33:00	128485	128495	128470	128485	3645	17094	5
2024.07.18	16:34:00	128490	128490	128470	128490	2164	7980	5
2024.07.18	16:35:00	128490	128505	128475	128500	3647	14673	5
2024.07.18	16:36:00	128495	128505	128485	128505	1834	7204	5
2024.07.18	16:37:00	128500	128500	128480	128485	1882	6973	5
2024.07.18	16:38:00	128480	128490	128455	128475	5240	23798	5
2024.07.18	16:39:00	128470	128495	128470	128490	2177	8730	5
2024.07.18	16:40:00	128490	128520	128485	128515	4536	20626	5
2024.07.18	16:41:00	128515	128515	128460	128470	4952	21228	5
2024.07.18	16:42:00	128475	128485	128460	128470	2679	11762	5
2024.07.18	16:43:00	128470	128495	128455	128455	3691	15866	5
2024.07.18	16:44:00	128455	128470	128380	128425	16442	74824	5
2024.07.18	16:45:00	128425	128485	128420	128485	9514	42823	5
2024.07.18	16:46:00	128485	128495	128465	128470	5319	26944	5
2024.07.18	16:47:00	128465	128490	128455	128490	3376	14730	5
2024.07.18	16:48:00	128490	128500	128480	128495	2646	10158	5
2024.07.18	16:49:00	128490	128515	128480	128490	4841	24952	5
2024.07.18	16:50:00	128495	128530	128470	128480	7916	33808	5
2024.07.18	16:51:00	128480	128480	128435	128465	7416	32901	5
2024.07.18	16:52:00	128470	128480	128440	128455	3211	12237	5
2024.07.18	16:53:00	128455	128460	128435	128450	2902	13783	5
2024.07.18	16:54:00	128455	128485	128440	128480	3901	15495	5
2024.07.18	16:55:00	128480	128510	128475	128500	4802	21379	5
2024.07.18	16:56:00	128505	128515	128485	128510	3593	15934	5
2024.07.18	16:57:00	128510	128525	128485	128490	5033	21416	5
2024.07.18	16:58:00	128485	128520	128485	128505	2855	13487	5
2024.07.18	16:59:00	128510	128525	128455	128460	6430	26234	5
2024.07.18	17:00:00	128465	128545	128460	128545	9380	46336	5
2024.07.18	17:01:00	128540	128570	128520	128560	6522	30757	5
2024.07.18	17:02:00	128560	128580	128550	128550	4559	20539	5
2024.07.18	17:03:00	128555	128600	128530	128540	8935	44917	5
2024.07.18	17:04:00	128540	128550	128495	128525	7421	33922	5
2024.07.18	17:05:00	128520	128540	128495	128500	4084	20770	5
2024.07.18	17:06:00	128500	128530	128495	128515	2379	11469	5
2024.07.18	17:07:00	128515	128540	128510	128525	2051	7927	5
2024.07.18	17:08:00	128520	128535	128490	128510	3065	14943	5
2024.07.18	17:09:00	128510	128520	128485	128495	2570	10837	5
2024.07.18	17:10:00	128495	128500	128455	128485	5493	27764	5
2024.07.18	17:11:00	128480	128510	128480	128505	2823	12962	5
2024.07.18	17:12:00	128510	128520	128480	128495	3430	14037	5
2024.07.18	17:13:00	128495	128520	128495	128510	1996	10250	5
2024.07.18	17:14:00	128515	128540	128505	128540	2568	11994	5
2024.07.18	17:15:00	128535	128545	128515	128520	2694	12279	5
2024.07.18	17:16:00	128525	128540	128515	128520	1392	6155	5
2024.07.18	17:17:00	128525	128545	128520	128530	1732	7607	5
2024.07.18	17:18:00	128530	128545	128515	128540	1190	6558	5
2024.07.18	17:19:00	128540	128540	128515	128520	1162	5337	5
2024.07.18	17:20:00	128515	128525	128505	128510	2085	8942	5
2024.07.18	17:21:00	128505	128535	128505	128530	1367	5918	5
2024.07.18	17:22:00	128525	128535	128495	128500	1847	8820	5
2024.07.18	17:23:00	128500	128540	128500	128540	2321	11365	5
2024.07.18	17:24:00	128535	128540	128520	128520	1028	3804	5
2024.07.18	17:25:00	128520	128535	128515	128515	1188	5160	5
2024.07.18	17:26:00	128520	128535	128515	128530	841	3818	5
2024.07.18	17:27:00	128530	128530	128510	128520	1085	4536	5
2024.07.18	17:28:00	128520	128525	128500	128505	1782	9472	5
2024.07.18	17:29:00	128510	128520	128485	128515	2663	16217	5
2024.07.18	17:30:00	128510	128525	128495	128505	2497	12685	5
2024.07.18	17:31:00	128510	128535	128505	128525	1644	8614	5
2024.07.18	17:32:00	128525	128545	128515	128515	1938	9720	5
2024.07.18	17:33:00	128515	128520	128500	128515	1439	7549	5
2024.07.18	17:34:00	128510	128515	128490	128510	1916	10371	5
2024.07.18	17:35:00	128510	128520	128490	128500	1493	7566	5
2024.07.18	17:36:00	128500	128510	128490	128495	1075	5138	5
2024.07.18	17:37:00	128500	128505	128495	128505	824	4127	5
2024.07.18	17:38:00	128505	128515	128495	128505	676	2968	5
2024.07.18	17:39:00	128510	128515	128490	128500	1098	5775	5
2024.07.18	17:40:00	128500	128515	128495	128495	1130	6415	5
2024.07.18	17:41:00	128495	128500	128475	128485	2947	14641	5
2024.07.18	17:42:00	128480	128490	128455	128480	3468	16621	5
2024.07.18	17:43:00	128475	128490	128475	128480	1028	5218	5
2024.07.18	17:44:00	128475	128485	128440	128440	3132	15639	5
2024.07.18	17:45:00	128440	128465	128440	128460	2925	10075	5
2024.07.18	17:46:00	128460	128475	128450	128470	2065	7431	5
2024.07.18	17:47:00	128470	128595	128460	128595	13884	66246	5
2024.07.18	17:48:00	128590	128805	128570	128750	26266	139963	5
2024.07.18	17:49:00	128745	128885	128660	128855	18983	83319	5
2024.07.18	17:50:00	128855	128930	128785	128790	15106	63094	5
2024.07.18	17:51:00	128795	128815	128670	128695	10479	42652	5
2024.07.18	17:52:00	128695	128890	128690	128840	12064	44227	5
2024.07.18	17:53:00	128840	128960	128835	128960	6640	24118	5
2024.07.18	17:54:00	128960	129035	128920	129035	10610	43221	5
2024.07.18	17:55:00	129030	129055	128890	128935	12279	39236	5
2024.07.18	17:56:00	128930	129095	128930	129010	10415	32178	5
2024.07.18	17:57:00	129015	129035	128965	128975	5837	19644	5
2024.07.18	17:58:00	128975	129010	128930	128935	3991	11917	5
2024.07.18	17:59:00	128935	128990	128925	128940	4026	11935	5
2024.07.18	18:00:00	128940	129070	128905	129045	14314	36622	5
2024.07.18	18:01:00	129045	129055	128965	129005	5422	13897	5
2024.07.18	18:02:00	129005	129055	128980	128995	4201	11623	5
2024.07.18	18:03:00	128990	129005	128970	128975	2548	5739	5
2024.07.18	18:04:00	128975	129015	128970	128990	1943	4527	5
2024.07.18	18:05:00	128980	129020	128975	129010	1951	4168	5
2024.07.18	18:06:00	129015	129015	128980	128990	1790	6022	5
2024.07.18	18:07:00	128995	129005	128975	128985	1761	4442	5
2024.07.18	18:08:00	128990	129015	128980	129015	1066	3853	5
2024.07.18	18:09:00	129015	129140	129005	129075	10552	29652	5
2024.07.18	18:10:00	129070	129080	129020	129035	5479	11594	5
2024.07.18	18:11:00	129030	129075	129030	129040	2427	5291	5
2024.07.18	18:12:00	129040	129040	129000	129035	3898	12319	5
2024.07.18	18:13:00	129035	129045	129015	129020	1379	3122	5
2024.07.18	18:14:00	129015	129040	128995	129025	3441	10453	5
2024.07.18	18:15:00	129025	129080	129015	129060	6644	16178	5
2024.07.18	18:16:00	129055	129105	129035	129095	3612	9339	5
2024.07.18	18:17:00	129090	129130	129055	129110	5009	14434	5
2024.07.18	18:18:00	129105	129115	129070	129095	1827	5251	5
2024.07.18	18:19:00	129100	129245	129060	129175	7319	26746	5
2024.07.18	18:20:00	129175	129250	129145	129200	3694	10124	5
2024.07.18	18:21:00	129205	129225	129170	129195	2163	4609	5
2024.07.18	18:22:00	129195	129240	129165	129210	1891	5395	5
2024.07.18	18:23:00	129215	129230	129180	129215	685	5079	5
2024.07.18	18:24:00	129210	129250	129195	129250	1600	17797	5
2024.07.19	09:00:00	129040	129205	128975	129120	1915	29817	0
2024.07.19	09:01:00	129120	129355	129100	129270	3600	61097	0
2024.07.19	09:02:00	129275	129275	129125	129200	2398	31727	0
2024.07.19	09:03:00	129200	129285	129130	129220	2250	44242	0
2024.07.19	09:04:00	129220	129225	129080	129090	1933	26035	0
2024.07.19	09:05:00	129090	129175	129070	129075	1949	29761	0
2024.07.19	09:06:00	129075	129155	129040	129040	1892	39353	0
2024.07.19	09:07:00	129040	129055	128925	128930	2558	40159	0
2024.07.19	09:08:00	128930	128965	128835	128955	2910	43614	0
2024.07.19	09:09:00	128955	128995	128885	128940	1825	23715	0
2024.07.19	09:10:00	128935	128995	128885	128895	1398	20396	0
2024.07.19	09:11:00	128900	128915	128815	128845	2156	33607	0
2024.07.19	09:12:00	128850	128885	128705	128720	2954	47840	0
2024.07.19	09:13:00	128715	128760	128705	128740	1863	28162	0
2024.07.19	09:14:00	128735	128750	128670	128715	1638	24322	0
2024.07.19	09:15:00	128715	128750	128695	128700	1437	19834	0
2024.07.19	09:16:00	128705	128795	128680	128720	2002	27087	0
2024.07.19	09:17:00	128720	128730	128645	128700	1935	25821	0
2024.07.19	09:18:00	128700	128780	128685	128740	1750	25102	0
2024.07.19	09:19:00	128745	128860	128740	128855	1988	31977	0
2024.07.19	09:20:00	128860	128865	128785	128790	1692	18087	0
2024.07.19	09:21:00	128795	128805	128715	128725	1884	28582	0
2024.07.19	09:22:00	128720	128745	128690	128705	1472	20841	0
2024.07.19	09:23:00	128705	128710	128660	128670	1182	16139	0
2024.07.19	09:24:00	128675	128680	128630	128665	1452	20278	0
2024.07.19	09:25:00	128660	128670	128600	128610	1560	20727	0
2024.07.19	09:26:00	128615	128635	128545	128560	1719	27556	0
2024.07.19	09:27:00	128560	128645	128530	128630	1997	27319	0
2024.07.19	09:28:00	128630	128730	128630	128705	2093	26119	0
2024.07.19	09:29:00	128705	128715	128635	128640	1428	22430	0
2024.07.19	09:30:00	128635	128700	128625	128675	1280	17658	0
2024.07.19	09:31:00	128675	128720	128640	128720	959	15259	0
2024.07.19	09:32:00	128720	128815	128715	128780	2195	36833	0
2024.07.19	09:33:00	128780	128830	128730	128830	1467	19456	0
2024.07.19	09:34:00	128825	128865	128810	128835	1660	21312	0
2024.07.19	09:35:00	128835	128845	128750	128765	1766	26051	0
2024.07.19	09:36:00	128770	128825	128725	128755	1481	20061	0
2024.07.19	09:37:00	128760	128760	128705	128710	1280	14785	0
2024.07.19	09:38:00	128710	128725	128690	128705	1077	10042	0
2024.07.19	09:39:00	128705	128750	128690	128730	901	11349	0
2024.07.19	09:40:00	128735	128740	128660	128665	1263	16056	0
2024.07.19	09:41:00	128665	128690	128605	128605	1565	20879	0
2024.07.19	09:42:00	128605	128685	128605	128675	1461	19527	0
2024.07.19	09:43:00	128675	128740	128660	128675	1560	23040	0
2024.07.19	09:44:00	128675	128685	128635	128640	1019	11300	0
2024.07.19	09:45:00	128635	128690	128610	128675	1332	14604	0
2024.07.19	09:46:00	128680	128685	128605	128620	1076	10524	0
2024.07.19	09:47:00	128620	128700	128605	128690	1007	14150	0
2024.07.19	09:48:00	128685	128690	128615	128625	827	11153	0
2024.07.19	09:49:00	128620	128685	128590	128680	1497	21139	0
2024.07.19	09:50:00	128680	128720	128670	128690	1177	15896	0
2024.07.19	09:51:00	128695	128775	128680	128760	1496	19518	0
2024.07.19	09:52:00	128755	128825	128755	128795	1729	25953	0
2024.07.19	09:53:00	128795	128830	128785	128815	801	7868	0
2024.07.19	09:54:00	128815	128835	128770	128785	1150	14858	0
2024.07.19	09:55:00	128785	128845	128770	128800	1298	20717	0
2024.07.19	09:56:00	128805	128805	128720	128725	1712	29415	0
2024.07.19	09:57:00	128725	128735	128655	128690	1901	31131	0
2024.07.19	09:58:00	128690	128700	128630	128650	1379	18392	0
2024.07.19	09:59:00	128645	128700	128640	128685	1082	16118	0
2024.07.19	10:00:00	128685	128730	128610	128725	2074	34725	0
2024.07.19	10:01:00	128725	128760	128710	128755	1462	21561	0
2024.07.19	10:02:00	128755	128825	128705	128810	1772	27576	0
2024.07.19	10:03:00	128805	128865	128770	128845	1803	30748	0
2024.07.19	10:04:00	128840	128890	128820	128870	1850	26995	0
2024.07.19	10:05:00	128860	128865	128735	128735	2386	33481	0
2024.07.19	10:06:00	128735	128770	128670	128710	2271	27977	0
2024.07.19	10:07:00	128710	128760	128675	128705	1546	22996	0
2024.07.19	10:08:00	128705	128770	128640	128740	2098	32140	0
2024.07.19	10:09:00	128745	128780	128720	128755	996	14660	0
2024.07.19	10:10:00	128755	128800	128695	128780	1452	25606	0
2024.07.19	10:11:00	128785	128790	128610	128665	2702	47147	0
2024.07.19	10:12:00	128660	128780	128635	128770	2223	41389	0
2024.07.19	10:13:00	128775	128845	128745	128820	1997	33167	0
2024.07.19	10:14:00	128820	128905	128800	128875	2184	36764	0
2024.07.19	10:15:00	128875	128935	128830	128845	2887	47608	0
2024.07.19	10:16:00	128840	128955	128805	128860	3142	50052	0
2024.07.19	10:17:00	128860	128895	128830	128860	1354	20609	0
2024.07.19	10:18:00	128855	128915	128825	128870	1483	21404	0
2024.07.19	10:19:00	128870	128980	128865	128940	2033	31769	0
2024.07.19	10:20:00	128945	129055	128930	128980	2657	57249	0
2024.07.19	10:21:00	128985	129100	128955	129090	2485	41754	0
2024.07.19	10:22:00	129090	129160	129060	129150	2493	39173	0
2024.07.19	10:23:00	129150	129170	128980	128995	2700	45085	0
2024.07.19	10:24:00	129000	129130	128955	129120	2488	41265	0
2024.07.19	10:25:00	129125	129145	129045	129080	2380	37232	0
2024.07.19	10:26:00	129080	129115	129050	129090	1332	17486	0
2024.07.19	10:27:00	129090	129150	129060	129065	1522	21585	0
2024.07.19	10:28:00	129065	129130	128990	129095	2465	36136	0
2024.07.19	10:29:00	129100	129250	129085	129220	2551	38999	0
2024.07.19	10:30:00	129215	129280	129100	129165	4200	72459	0
2024.07.19	10:31:00	129165	129195	129060	129070	2459	45591	0
2024.07.19	10:32:00	129070	129095	129000	129010	2433	39756	0
2024.07.19	10:33:00	129010	129065	128910	129060	3021	53776	0
2024.07.19	10:34:00	129060	129130	129050	129115	2435	34701	0
2024.07.19	10:35:00	129110	129125	128995	129000	2142	30619	0
2024.07.19	10:36:00	128995	129025	128895	128995	2790	44062	0
2024.07.19	10:37:00	128990	129170	128985	129150	2511	34184	0
2024.07.19	10:38:00	129140	129185	129070	129140	2297	37379	0
2024.07.19	10:39:00	129140	129245	129115	129205	1938	31600	0
2024.07.19	10:40:00	129205	129210	129115	129140	1914	31842	0
2024.07.19	10:41:00	129140	129150	129055	129070	1672	26118	0
2024.07.19	10:42:00	129075	129130	129030	129075	1548	22222	0
2024.07.19	10:43:00	129070	129160	129050	129145	1371	19200	0
2024.07.19	10:44:00	129145	129145	129030	129065	1441	22558	0
2024.07.19	10:45:00	129060	129060	128965	129015	1876	23986	0
2024.07.19	10:46:00	129020	129030	128930	129025	1565	20987	0
2024.07.19	10:47:00	129025	129050	128945	128950	1284	15935	0
2024.07.19	10:48:00	128945	129010	128915	128980	1638	23150	0
2024.07.19	10:49:00	128985	129015	128955	128975	1179	13001	0
2024.07.19	10:50:00	128970	128990	128880	128935	1786	31442	0
2024.07.19	10:51:00	128930	128970	128890	128960	1320	19722	0
2024.07.19	10:52:00	128960	129060	128940	129040	1882	29310	0
2024.07.19	10:53:00	129040	129080	129005	129060	1304	16915	0
2024.07.19	10:54:00	129055	129120	129045	129045	1602	22984	0
2024.07.19	10:55:00	129045	129105	129020	129025	1366	22541	0
2024.07.19	10:56:00	129025	129055	128990	129050	1383	24140	0
2024.07.19	10:57:00	129045	129120	129015	129040	1510	25950	0
2024.07.19	10:58:00	129035	129045	128965	128985	1461	18640	0
2024.07.19	10:59:00	128985	129025	128965	129000	806	10197	0
2024.07.19	11:00:00	129000	129010	128935	128995	1497	25164	0
2024.07.19	11:01:00	128990	129070	128945	128970	1750	33017	0
2024.07.19	11:02:00	128970	129060	128960	129045	975	15649	0
2024.07.19	11:03:00	129045	129050	128985	129015	721	10901	0
2024.07.19	11:04:00	129010	129065	128990	129060	727	12036	0
2024.07.19	11:05:00	129055	129100	129035	129050	1141	17456	0
2024.07.19	11:06:00	129050	129165	129050	129160	1467	19986	0
2024.07.19	11:07:00	129155	129225	129140	129175	1724	26189	0
2024.07.19	11:08:00	129175	129180	129115	129145	1278	15370	0
2024.07.19	11:09:00	129140	129220	129120	129220	1013	14897	0
2024.07.19	11:10:00	129220	129225	129140	129165	1377	20584	0
2024.07.19	11:11:00	129165	129190	129125	129155	1133	18050	0
2024.07.19	11:12:00	129155	129210	129155	129195	840	10824	0
2024.07.19	11:13:00	129195	129200	129080	129110	1498	27662	0
2024.07.19	11:14:00	129110	129110	129060	129070	1083	13346	0
2024.07.19	11:15:00	129070	129075	128995	129025	1580	21848	0
2024.07.19	11:16:00	129030	129090	129025	129055	1070	16950	0
2024.07.19	11:17:00	129050	129090	128955	128965	1391	24411	0
2024.07.19	11:18:00	128965	128995	128895	128925	1877	30348	0
2024.07.19	11:19:00	128920	128970	128880	128960	1588	24840	0
2024.07.19	11:20:00	128955	129005	128920	128990	1688	26176	0
2024.07.19	11:21:00	128995	129000	128950	128985	869	10310	0
2024.07.19	11:22:00	128985	129050	128975	129000	1458	23138	0
2024.07.19	11:23:00	129005	129030	128950	128950	1178	20455	0
2024.07.19	11:24:00	128950	128985	128920	128940	1418	17338	0
2024.07.19	11:25:00	128935	129015	128935	128950	1289	19331	0
2024.07.19	11:26:00	128950	128980	128900	128905	1441	20414	0
2024.07.19	11:27:00	128900	128945	128885	128935	1398	20563	0
2024.07.19	11:28:00	128930	129000	128890	128985	1264	18493	0
2024.07.19	11:29:00	128990	129010	128945	128960	1267	19322	0
2024.07.19	11:30:00	128960	128975	128895	128940	1698	25912	0
2024.07.19	11:31:00	128940	128960	128825	128835	2377	45659	0
2024.07.19	11:32:00	128830	128910	128785	128860	2481	40047	0
2024.07.19	11:33:00	128865	128940	128830	128915	1812	29465	0
2024.07.19	11:34:00	128920	128945	128885	128890	1196	14046	0
2024.07.19	11:35:00	128890	128910	128850	128880	1293	14034	0
2024.07.19	11:36:00	128875	128880	128810	128845	1764	22432	0
2024.07.19	11:37:00	128850	128935	128845	128925	1633	24003	0
2024.07.19	11:38:00	128930	128935	128820	128830	1648	18893	0
2024.07.19	11:39:00	128825	128885	128805	128875	1432	16787	0
2024.07.19	11:40:00	128875	128915	128825	128900	1365	17638	0
2024.07.19	11:41:00	128895	128945	128880	128900	1566	19869	0
2024.07.19	11:42:00	128900	128970	128890	128935	1363	16070	0
2024.07.19	11:43:00	128940	128950	128900	128910	903	10544	0
2024.07.19	11:44:00	128915	128935	128850	128850	1231	16820	0
2024.07.19	11:45:00	128855	128880	128815	128870	1678	22230	0
2024.07.19	11:46:00	128870	128900	128835	128855	958	14721	0
2024.07.19	11:47:00	128850	128915	128850	128855	938	12925	0
2024.07.19	11:48:00	128860	128860	128795	128835	1605	23956	0
2024.07.19	11:49:00	128835	128835	128760	128770	1527	22629	0
2024.07.19	11:50:00	128770	128770	128725	128755	1909	25887	0
2024.07.19	11:51:00	128750	128755	128675	128710	2126	31138	0
2024.07.19	11:52:00	128710	128755	128690	128755	1612	17589	0
2024.07.19	11:53:00	128750	128795	128725	128740	1649	24332	0
2024.07.19	11:54:00	128740	128750	128680	128705	1577	19142	0
2024.07.19	11:55:00	128705	128720	128685	128695	1001	9061	0
2024.07.19	11:56:00	128695	128710	128625	128695	2451	35275	0
2024.07.19	11:57:00	128700	128760	128695	128755	1863	19798	0
2024.07.19	11:58:00	128755	128780	128715	128760	1410	17383	0
2024.07.19	11:59:00	128760	128815	128755	128790	1381	17886	0
2024.07.19	12:00:00	128795	128840	128785	128840	1847	22347	0
2024.07.19	12:01:00	128835	128860	128810	128840	1544	19213	0
2024.07.19	12:02:00	128840	128840	128795	128810	1111	12025	0
2024.07.19	12:03:00	128805	128830	128775	128815	1204	17486	0
2024.07.19	12:04:00	128815	128830	128755	128760	1317	14240	0
2024.07.19	12:05:00	128760	128785	128740	128760	1500	16153	0
2024.07.19	12:06:00	128755	128770	128715	128760	1359	17411	0
2024.07.19	12:07:00	128760	128765	128710	128720	896	10076	0
2024.07.19	12:08:00	128720	128730	128660	128700	1699	22737	0
2024.07.19	12:09:00	128700	128700	128655	128680	1063	11290	0
2024.07.19	12:10:00	128680	128735	128670	128730	1448	25004	0
2024.07.19	12:11:00	128730	128735	128645	128675	1490	19335	0
2024.07.19	12:12:00	128675	128690	128645	128655	1052	10095	0
2024.07.19	12:13:00	128655	128695	128605	128650	2214	41794	0
2024.07.19	12:14:00	128645	128690	128640	128685	1209	14771	0
2024.07.19	12:15:00	128685	128710	128660	128705	1357	12860	0
2024.07.19	12:16:00	128710	128785	128705	128780	1855	26805	0
2024.07.19	12:17:00	128775	128825	128760	128810	1813	22116	0
2024.07.19	12:18:00	128810	128855	128800	128840	1522	19843	0
2024.07.19	12:19:00	128835	128885	128835	128855	1924	26848	0
2024.07.19	12:20:00	128850	128870	128825	128845	1539	16045	0
2024.07.19	12:21:00	128840	128895	128840	128885	1754	26154	0
2024.07.19	12:22:00	128885	128895	128850	128855	1136	10230	0
2024.07.19	12:23:00	128855	128860	128805	128805	1738	29549	0
2024.07.19	12:24:00	128805	128820	128760	128770	1705	25250	0
2024.07.19	12:25:00	128770	128800	128760	128765	1358	17444	0
2024.07.19	12:26:00	128770	128770	128680	128690	2422	31152	0
2024.07.19	12:27:00	128695	128705	128650	128655	2078	23941	0
2024.07.19	12:28:00	128650	128655	128575	128620	2862	47436	0
2024.07.19	12:29:00	128625	128630	128535	128535	1993	30845	0
2024.07.19	12:30:00	128540	128585	128520	128525	2399	34896	0
2024.07.19	12:31:00	128530	128565	128475	128520	3222	56427	0
2024.07.19	12:32:00	128515	128575	128505	128555	1639	24414	0
2024.07.19	12:33:00	128555	128580	128490	128570	1769	33745	0
2024.07.19	12:34:00	128570	128630	128565	128605	2155	32540	0
2024.07.19	12:35:00	128605	128630	128575	128620	1490	15108	0
2024.07.19	12:36:00	128620	128645	128605	128615	1293	18189	0
2024.07.19	12:37:00	128615	128620	128570	128590	1378	15376	0
2024.07.19	12:38:00	128590	128620	128565	128605	1030	15613	0
2024.07.19	12:39:00	128605	128625	128595	128620	794	6508	0
2024.07.19	12:40:00	128625	128650	128620	128635	1206	13331	0
2024.07.19	12:41:00	128635	128645	128590	128625	1113	16367	0
2024.07.19	12:42:00	128630	128640	128575	128575	1074	11350	0
2024.07.19	12:43:00	128580	128625	128565	128605	1160	13499	0
2024.07.19	12:44:00	128600	128620	128595	128605	709	7425	0
2024.07.19	12:45:00	128605	128630	128590	128615	894	8944	0
2024.07.19	12:46:00	128615	128640	128605	128625	716	6739	0
2024.07.19	12:47:00	128625	128660	128600	128655	1315	18200	0
2024.07.19	12:48:00	128655	128720	128650	128715	2283	36930	0
2024.07.19	12:49:00	128715	128745	128705	128710	1632	20033	0
2024.07.19	12:50:00	128705	128710	128640	128650	1830	26531	0
2024.07.19	12:51:00	128655	128675	128630	128660	1134	12920	0
2024.07.19	12:52:00	128655	128665	128620	128625	1127	13181	0
